Afstand_GR;Afstand_monding;OMES;Year;X;Y;AvgVel_eb.max;AvgVel_vl.max;MaxVel_vl.max;MaxVel_eb.max;AvgVel_eb;AvgVel_vl;MaxVel_vl;MaxVel_eb;AvgVel;MaxVel.max;MaxVel;AvgVel_eb.QN.max;AvgVel_vl.QN.max;MaxVel_vl.QN.max;MaxVel_eb.QN.max;AvgVel_eb.QN;AvgVel_vl.QN;MaxVel_vl.QN;MaxVel_eb.QN;AvgVel.QN;MaxVel.QN.max;MaxVel.QN;Depth.max;Depth;Salinity.A.linear;Salinity.linear;Oxygen.A.linear;Oxygen.linear;Temp.A.linear;Temp.linear;SPM.surface.linear;SPM.depthAvg.linear;ZooC.linear
4.25;69;9;2004;142448.34899999946;226860.1713999994;0.57709;0.5468;1.2517;0.88109;0.4276269498069498;0.4327060617760618;0.9974187644787644;0.7302135135135135;0.4301665057915058;1.2517;1.014004362934363;0.577499985694885;0.547800004482269;1.25199997425079;0.87720000743866;0.42758069368633067;0.4332976842363829;0.9869675680016918;0.7030285718818429;0.43043918896135674;1.25199997425079;1.0045810815910574;17.15636;11.628186525096526;11.580940131772548;10.642893575752508;7.625465720850811;6.744858210192912;14.337290969899666;17.208946488294316;31.26086956521739;85.0295652173913;11.78140037593985
4.25;69;9;2005;142448.34899999946;226860.1713999994;0.57709;0.5468;1.2517;0.88109;0.4276269498069498;0.4327060617760618;0.9974187644787644;0.7302135135135135;0.4301665057915058;1.2517;1.014004362934363;0.577499985694885;0.547800004482269;1.25199997425079;0.87720000743866;0.42758069368633067;0.4332976842363829;0.9869675680016918;0.7030285718818429;0.43043918896135674;1.25199997425079;1.0045810815910574;17.15636;11.628186525096526;8.114593619899658;8.922036882274236;8.79753264984253;7.329242100833467;14.354197324414717;15.752391304347825;52.67892976588629;143.28668896321068;22.630519480519478
4.25;69;9;2006;142448.34899999946;226860.1713999994;0.57709;0.5468;1.2517;0.88109;0.4276269498069498;0.4327060617760618;0.9974187644787644;0.7302135135135135;0.4301665057915058;1.2517;1.014004362934363;0.577499985694885;0.547800004482269;1.25199997425079;0.87720000743866;0.42758069368633067;0.4332976842363829;0.9869675680016918;0.7030285718818429;0.43043918896135674;1.25199997425079;1.0045810815910574;17.15636;11.628186525096526;7.18028704531771;7.737057900752501;6.764390454159636;6.764390454159636;15.0023745819398;17.47844481605351;37.764659977541804;102.7198751389137;5.9042847437888195
4.25;69;9;2007;142448.34899999946;226860.1713999994;0.57709;0.5468;1.2517;0.88109;0.4276269498069498;0.4327060617760618;0.9974187644787644;0.7302135135135135;0.4301665057915058;1.2517;1.014004362934363;0.577499985694885;0.547800004482269;1.25199997425079;0.87720000743866;0.42758069368633067;0.4332976842363829;0.9869675680016918;0.7030285718818429;0.43043918896135674;1.25199997425079;1.0045810815910574;17.15636;11.628186525096526;10.274694392186491;11.392903667863035;7.4607361486112085;6.651026526446948;17.142775919732443;18.8573132664437;30.643193979933113;83.34948762541806;8.792874999999999
4.25;69;9;2008;142448.34899999946;226860.1713999994;0.57709;0.5468;1.2517;0.88109;0.4276269498069498;0.4327060617760618;0.9974187644787644;0.7302135135135135;0.4301665057915058;1.2517;1.014004362934363;0.577499985694885;0.547800004482269;1.25199997425079;0.87720000743866;0.42758069368633067;0.4332976842363829;0.9869675680016918;0.7030285718818429;0.43043918896135674;1.25199997425079;1.0045810815910574;17.15636;11.628186525096526;6.172667167391307;6.7275559481605285;7.646687748782226;5.639002020170431;16.23730211817168;17.801034002229652;77.19544314381271;209.97160535117055;5.6494375
4.25;69;9;2009;142448.34899999946;226860.1713999994;0.57709;0.5468;1.2517;0.88109;0.4276269498069498;0.4327060617760618;0.9974187644787644;0.7302135135135135;0.4301665057915058;1.2517;1.014004362934363;0.577499985694885;0.547800004482269;1.25199997425079;0.87720000743866;0.42758069368633067;0.4332976842363829;0.9869675680016918;0.7030285718818429;0.43043918896135674;1.25199997425079;1.0045810815910574;17.15636;11.628186525096526;8.959521284280925;9.350014015050153;11.215242112315604;7.532047084430339;16.01799331103679;17.190657748049055;49.87232441471571;135.65272240802673;1.9852187500000003
4.25;69;9;2010;142448.34899999946;226860.1713999994;0.57709;0.5468;1.2517;0.88109;0.4276269498069498;0.4327060617760618;0.9974187644787644;0.7302135135135135;0.4301665057915058;1.2517;1.014004362934363;0.577499985694885;0.547800004482269;1.25199997425079;0.87720000743866;0.42758069368633067;0.4332976842363829;0.9869675680016918;0.7030285718818429;0.43043918896135674;1.25199997425079;1.0045810815910574;17.15636;11.628186525096526;8.832241075919734;10.286708966550586;10.78545411283021;8.301095537743683;13.602229654403569;15.67177894569199;52.61287625418058;143.10702341137116;45.311129464285706
4.25;69;9;2011;142448.34899999946;226860.1713999994;0.57709;0.5468;1.2517;0.88109;0.4276269498069498;0.4327060617760618;0.9974187644787644;0.7302135135135135;0.4301665057915058;1.2517;1.014004362934363;0.577499985694885;0.547800004482269;1.25199997425079;0.87720000743866;0.42758069368633067;0.4332976842363829;0.9869675680016918;0.7030285718818429;0.43043918896135674;1.25199997425079;1.0045810815910574;17.15636;11.628186525096526;13.173604278929767;14.021217117060202;8.289907897149089;8.17642608986222;17.318670568561874;18.19451644370123;62.308528428093645;169.47919732441468;4.5621484375
4.25;69;9;2012;142448.34899999946;226860.1713999994;0.57709;0.5468;1.2517;0.88109;0.4276269498069498;0.4327060617760618;0.9974187644787644;0.7302135135135135;0.4301665057915058;1.2517;1.014004362934363;0.577499985694885;0.547800004482269;1.25199997425079;0.87720000743866;0.42758069368633067;0.4332976842363829;0.9869675680016918;0.7030285718818429;0.43043918896135674;1.25199997425079;1.0045810815910574;17.15636;11.628186525096526;6.808669438963211;6.8064327004682275;10.85395123670982;7.803103386373855;14.188795986622072;16.26530100334448;77.22408026755849;210.04949832775907;39.568457589285714
4.25;69;9;2013;142448.34899999946;226860.1713999994;0.57709;0.5468;1.2517;0.88109;0.4276269498069498;0.4327060617760618;0.9974187644787644;0.7302135135135135;0.4301665057915058;1.2517;1.014004362934363;0.577499985694885;0.547800004482269;1.25199997425079;0.87720000743866;0.42758069368633067;0.4332976842363829;0.9869675680016918;0.7030285718818429;0.43043918896135674;1.25199997425079;1.0045810815910574;17.15636;11.628186525096526;7.8997809283612055;8.963440108127092;9.982837057019243;8.756042865659873;13.709698996655518;14.804096989966556;45.91354515050167;124.88484280936453;13.75985
